--- QtVCP Screen Started on: Sat, Oct 29 2022 13:03:31 ---
Sat29 13:03: CRITICAL - no preference file found, enable preferences in screenoptions widget
Sat29 13:03: Machine OFF
Sat29 13:03: Hard limits tripped
Sat29 13:03: Tool 0: No Tool
Sat29 13:03: Machine ON
Sat29 13:03: Machine OFF
